file_name,AU01_w,AU02_w,AU04_w,AU05_w,AU06_w,AU07_w,AU09_w,AU10_w,AU11_w,AU12_w,AU14_w,AU15_w,AU17_w,AU20_w,AU23_w,AU24_w,AU25_w,AU26_w,AU28_w,AU43_w
F1235_06_1_H.png,0.62,0.16,0.65,0.23,0.49,1.00,0.43,0.72,1.00,0.72,0.78,0.18,0.49,0.00,0.57,0.66,0.25,0.76,0.73,0.54
F1235_06_1_L.png,0.63,0.27,0.74,0.23,0.60,1.00,0.38,0.48,1.00,0.79,0.64,0.19,0.59,0.00,0.53,0.82,0.03,0.16,0.39,0.49
F1235_06_1_M.png,0.61,0.23,0.73,0.23,0.30,1.00,0.45,0.69,1.00,0.51,0.63,0.19,0.60,0.00,0.48,0.69,0.07,0.27,0.47,0.52
F1235_07_1_H.png,0.50,0.10,0.92,0.26,0.71,1.00,0.46,0.95,1.00,0.48,0.58,0.37,0.21,1.00,0.28,0.01,1.00,0.89,0.08,0.92
F1235_07_1_L.png,0.76,0.43,0.63,0.25,0.50,1.00,0.56,0.96,0.00,0.66,0.46,0.57,0.27,1.00,0.59,0.02,1.00,0.88,0.08,0.56
F1235_07_1_M.png,0.73,0.25,0.78,0.24,0.60,1.00,0.37,0.84,1.00,0.80,0.50,0.29,0.27,1.00,0.49,0.03,1.00,0.78,0.41,0.73
F1237_01_1_H.png,0.40,0.63,0.18,0.28,0.92,1.00,0.77,1.00,1.00,0.99,0.63,0.16,0.14,1.00,0.10,0.11,1.00,0.55,0.03,0.11
F1237_01_1_L.png,0.47,0.29,0.33,0.24,0.90,1.00,0.72,0.97,1.00,0.98,0.74,0.11,0.17,1.00,0.11,0.09,1.00,0.71,0.09,0.52
F1237_01_1_M.png,0.48,0.38,0.43,0.24,0.90,1.00,0.83,1.00,1.00,0.98,0.61,0.07,0.22,1.00,0.20,0.26,1.00,0.26,0.58,0.34
F1237_02_1_H.png,0.48,0.57,0.34,0.35,0.16,0.00,0.10,0.06,0.00,0.11,0.43,0.75,0.44,0.00,0.48,0.78,0.50,0.54,0.59,0.04
F1237_02_1_L.png,0.46,0.38,0.17,0.31,0.17,0.00,0.31,0.71,1.00,0.08,0.37,0.60,0.48,1.00,0.58,0.65,0.85,0.50,0.63,0.15
F1237_02_1_M.png,0.39,0.42,0.28,0.30,0.13,0.00,0.14,0.35,0.00,0.06,0.41,0.52,0.50,0.00,0.58,0.71,0.85,0.72,0.65,0.05
F1237_03_1_H.png,0.88,0.59,0.53,0.40,0.18,0.00,0.23,0.17,0.00,0.13,0.12,0.43,0.26,1.00,0.58,0.01,1.00,0.91,0.32,0.08
F1237_03_1_L.png,0.84,0.52,0.58,0.35,0.16,0.00,0.16,0.30,1.00,0.08,0.18,0.49,0.29,1.00,0.63,0.01,1.00,0.82,0.28,0.07
F1237_03_1_M.png,0.76,0.31,0.57,0.30,0.17,0.00,0.21,0.90,0.00,0.05,0.18,0.63,0.32,1.00,0.71,0.01,1.00,0.96,0.37,0.06
F1237_04_1_H.png,0.34,0.21,0.39,0.26,0.34,0.00,0.69,0.62,1.00,0.19,0.48,0.68,0.61,1.00,0.50,0.36,1.00,0.93,0.44,0.42
F1237_04_1_L.png,0.36,0.14,0.92,0.23,0.55,0.00,0.79,0.99,1.00,0.72,0.64,0.37,0.32,1.00,0.44,0.46,0.96,0.66,0.22,0.70
F1237_04_1_M.png,0.33,0.09,0.82,0.23,0.48,1.00,0.81,0.74,1.00,0.46,0.72,0.45,0.50,1.00,0.66,0.03,1.00,0.67,0.26,0.65
F1237_05_1_H.png,0.52,0.15,0.88,0.27,0.12,1.00,0.47,0.14,0.00,0.01,0.34,0.83,0.67,0.00,0.58,0.80,0.26,0.56,0.80,0.76
F1237_05_1_L.png,0.48,0.24,0.88,0.24,0.08,0.00,0.53,0.32,0.00,0.01,0.51,0.76,0.57,0.00,0.73,0.61,0.02,0.37,0.81,0.73
F1237_05_1_M.png,0.42,0.17,0.96,0.30,0.11,1.00,0.60,0.37,0.00,0.01,0.26,0.88,0.60,0.00,0.60,0.86,0.10,0.26,0.80,0.66
F1237_06_1_H.png,0.41,0.20,0.72,0.29,0.12,1.00,0.48,0.61,0.00,0.03,0.32,0.57,0.69,0.00,0.45,0.78,0.36,0.39,0.13,0.73
F1237_06_1_L.png,0.28,0.14,0.91,0.25,0.12,1.00,0.44,0.59,0.00,0.01,0.37,0.64,0.66,0.00,0.69,0.68,0.01,0.06,0.28,0.85
F1237_06_1_M.png,0.34,0.16,0.90,0.22,0.12,1.00,0.42,0.87,0.00,0.02,0.24,0.67,0.64,0.00,0.75,0.81,0.02,0.61,0.20,0.79
F1237_07_1_H.png,0.52,0.23,0.95,0.23,0.24,1.00,0.45,0.94,0.00,0.10,0.52,0.52,0.38,1.00,0.67,0.02,1.00,0.95,0.20,0.64
F1237_07_1_L.png,0.51,0.25,0.94,0.23,0.31,1.00,0.59,0.61,1.00,0.21,0.44,0.51,0.34,1.00,0.60,0.01,1.00,0.85,0.34,0.78
F1237_07_1_M.png,0.39,0.11,0.91,0.23,0.28,1.00,0.48,0.98,1.00,0.22,0.51,0.82,0.26,1.00,0.54,0.02,1.00,0.91,0.34,0.67
F1239_01_1_H.png,0.69,0.69,0.28,0.32,0.82,1.00,0.32,0.93,1.00,0.97,0.58,0.20,0.32,1.00,0.24,0.06,1.00,0.29,0.07,0.03
F1239_01_1_L.png,0.73,0.51,0.07,0.34,0.67,1.00,0.23,0.90,1.00,0.84,0.55,0.18,0.30,1.00,0.29,0.04,1.00,0.27,0.06,0.03
F1239_01_1_M.png,0.68,0.53,0.10,0.46,0.80,1.00,0.23,0.81,1.00,0.91,0.54,0.24,0.31,1.00,0.34,0.03,1.00,0.43,0.03,0.05
F1239_02_1_H.png,0.35,0.26,0.35,0.34,0.09,0.00,0.14,0.00,0.00,0.02,0.15,0.17,0.41,0.00,0.23,0.17,0.75,0.16,0.14,0.06
F1239_02_1_L.png,0.38,0.31,0.21,0.29,0.08,0.00,0.14,0.18,1.00,0.02,0.14,0.21,0.48,0.00,0.37,0.19,0.80,0.15,0.19,0.05
F1239_02_1_M.png,0.27,0.35,0.30,0.29,0.08,0.00,0.12,0.14,1.00,0.03,0.11,0.14,0.41,0.00,0.31,0.20,0.92,0.19,0.12,0.03
F1239_03_1_H.png,0.68,0.58,0.10,0.67,0.13,0.00,0.16,0.08,0.00,0.05,0.09,0.32,0.23,1.00,0.29,0.01,1.00,0.86,0.05,0.09
F1239_03_1_L.png,0.74,0.56,0.11,0.68,0.23,0.00,0.18,0.40,0.00,0.18,0.10,0.53,0.27,1.00,0.48,0.01,1.00,0.80,0.06,0.13
F1239_03_1_M.png,0.63,0.58,0.41,0.66,0.26,0.00,0.15,0.36,0.00,0.20,0.08,0.54,0.21,1.00,0.33,0.01,1.00,0.77,0.03,0.07
F1239_04_1_H.png,0.36,0.20,0.84,0.32,0.28,0.00,0.15,0.01,1.00,0.36,0.33,0.57,0.36,1.00,0.15,0.02,1.00,0.37,0.01,0.03
F1239_04_1_L.png,0.46,0.30,0.73,0.29,0.23,0.00,0.17,0.17,1.00,0.24,0.43,0.37,0.44,1.00,0.37,0.11,0.97,0.41,0.02,0.04
F1239_04_1_M.png,0.31,0.42,0.64,0.29,0.51,1.00,0.22,0.32,1.00,0.45,0.56,0.41,0.32,1.00,0.37,0.04,1.00,0.63,0.01,0.03
F1239_05_1_H.png,0.52,0.28,0.81,0.31,0.11,1.00,0.33,0.14,1.00,0.01,0.13,0.68,0.53,0.00,0.23,0.38,0.02,0.10,0.04,0.69
F1239_05_1_L.png,0.61,0.30,0.91,0.24,0.09,0.00,0.35,0.03,0.00,0.01,0.06,0.65,0.51,0.00,0.38,0.38,0.01,0.10,0.09,0.70
F1239_05_1_M.png,0.64,0.33,0.84,0.28,0.11,0.00,0.27,0.01,1.00,0.01,0.09,0.67,0.55,0.00,0.31,0.47,0.00,0.20,0.43,0.54
F1239_06_1_H.png,0.66,0.22,0.92,0.23,0.17,0.00,0.43,0.01,1.00,0.05,0.06,0.25,0.54,0.00,0.19,0.23,0.20,0.12,0.08,0.45
F1239_06_1_L.png,0.50,0.21,0.82,0.23,0.13,1.00,0.40,0.09,1.00,0.04,0.16,0.68,0.65,0.00,0.51,0.64,0.00,0.05,0.10,0.55
F1239_06_1_M.png,0.61,0.16,0.75,0.25,0.17,0.00,0.40,0.28,1.00,0.07,0.20,0.24,0.67,0.00,0.50,0.51,0.09,0.08,0.16,0.57
F1239_07_1_H.png,0.53,0.19,0.73,0.37,0.25,0.00,0.45,0.19,1.00,0.07,0.06,0.45,0.22,1.00,0.26,0.01,1.00,0.84,0.04,0.30
F1239_07_1_L.png,0.63,0.26,0.92,0.29,0.39,0.00,0.50,0.47,0.00,0.27,0.14,0.59,0.23,1.00,0.33,0.01,1.00,0.93,0.04,0.73
F1239_07_1_M.png,0.49,0.18,0.94,0.29,0.22,0.00,0.42,0.14,0.00,0.07,0.11,0.42,0.21,1.00,0.39,0.01,1.00,0.91,0.05,0.37
F1240_01_1_H.png,0.60,0.53,0.15,0.38,0.70,1.00,0.29,0.89,1.00,0.88,0.65,0.62,0.36,1.00,0.57,0.21,1.00,0.45,0.19,0.03
F1240_01_1_L.png,0.51,0.51,0.12,0.49,0.58,1.00,0.29,0.73,1.00,0.80,0.52,0.40,0.41,1.00,0.59,0.45,0.94,0.14,0.08,0.06
F1240_01_1_M.png,0.48,0.42,0.25,0.46,0.56,0.00,0.36,0.91,0.00,0.83,0.61,0.46,0.36,1.00,0.48,0.30,1.00,0.33,0.08,0.04
F1240_02_1_H.png,0.42,0.39,0.50,0.47,0.10,0.00,0.11,0.02,0.00,0.02,0.11,0.15,0.46,0.00,0.35,0.23,0.60,0.16,0.44,0.03
F1240_02_1_L.png,0.55,0.45,0.45,0.38,0.10,0.00,0.14,0.14,0.00,0.02,0.10,0.55,0.60,0.00,0.45,0.71,0.83,0.16,0.55,0.03
F1240_02_1_M.png,0.41,0.34,0.49,0.54,0.10,0.00,0.12,0.02,0.00,0.03,0.11,0.50,0.52,0.00,0.34,0.39,0.66,0.22,0.41,0.03
F1240_03_1_H.png,0.77,0.61,0.44,0.61,0.17,0.00,0.12,0.11,0.00,0.05,0.12,0.62,0.33,1.00,0.44,0.04,1.00,0.75,0.46,0.06
F1240_03_1_L.png,0.79,0.73,0.23,0.66,0.16,0.00,0.24,0.01,0.00,0.08,0.13,0.21,0.24,1.00,0.41,0.01,1.00,0.88,0.21,0.06
F1240_03_1_M.png,0.68,0.58,0.14,0.69,0.18,0.00,0.10,0.01,0.00,0.08,0.09,0.56,0.29,1.00,0.45,0.01,1.00,0.88,0.14,0.08
F1240_04_1_H.png,0.31,0.14,0.89,0.23,0.26,1.00,0.48,0.56,0.00,0.03,0.17,0.55,0.39,1.00,0.24,0.06,1.00,0.79,0.04,0.89
F1240_04_1_L.png,0.55,0.15,0.96,0.25,0.21,0.00,0.56,0.92,0.00,0.03,0.19,0.86,0.39,1.00,0.44,0.06,0.98,0.76,0.03,0.78
F1240_04_1_M.png,0.37,0.15,0.94,0.23,0.23,0.00,0.46,0.76,0.00,0.03,0.20,0.81,0.38,1.00,0.35,0.05,0.99,0.64,0.02,0.78
F1240_05_1_H.png,0.34,0.20,0.81,0.24,0.08,1.00,0.28,0.02,0.00,0.01,0.12,0.77,0.60,0.00,0.60,0.35,0.27,0.11,0.30,0.75
F1240_05_1_L.png,0.36,0.10,0.87,0.24,0.05,0.00,0.30,0.00,0.00,0.01,0.10,0.49,0.59,0.00,0.49,0.46,0.02,0.04,0.73,0.67
F1240_05_1_M.png,0.32,0.21,0.77,0.26,0.07,0.00,0.20,0.02,0.00,0.01,0.09,0.42,0.58,0.00,0.44,0.44,0.08,0.08,0.41,0.42
F1240_06_1_H.png,0.36,0.21,0.82,0.23,0.36,1.00,0.73,0.43,1.00,0.51,0.72,0.14,0.56,0.00,0.66,0.83,0.09,0.09,0.19,0.83
F1240_06_1_L.png,0.42,0.13,0.89,0.21,0.26,1.00,0.44,0.14,1.00,0.33,0.51,0.46,0.64,0.00,0.57,0.84,0.02,0.06,0.15,0.81
F1240_06_1_M.png,0.32,0.11,0.92,0.21,0.31,1.00,0.47,0.98,1.00,0.35,0.56,0.21,0.61,1.00,0.45,0.85,0.16,0.10,0.06,0.81
F1240_07_1_H.png,0.46,0.17,0.88,0.24,0.30,0.00,0.41,0.63,1.00,0.10,0.28,0.75,0.28,1.00,0.39,0.02,1.00,0.86,0.15,0.73
F1240_07_1_L.png,0.50,0.18,0.97,0.22,0.27,1.00,0.44,0.95,1.00,0.04,0.26,0.58,0.31,1.00,0.40,0.02,1.00,0.72,0.12,0.75
F1240_07_1_M.png,0.29,0.17,0.93,0.22,0.54,1.00,0.81,0.82,0.00,0.50,0.68,0.49,0.25,1.00,0.43,0.02,0.99,0.88,0.09,0.78
F1241_01_1_H.png,0.37,0.36,0.39,0.33,0.20,0.00,0.27,0.06,1.00,0.20,0.34,0.23,0.39,1.00,0.44,0.76,0.12,0.27,0.19,0.10
F1241_01_1_L.png,0.64,0.25,0.23,0.29,0.39,1.00,0.49,0.21,1.00,0.62,0.56,0.17,0.52,1.00,0.41,0.62,0.50,0.14,0.12,0.37
F1241_01_1_M.png,0.34,0.28,0.20,0.24,0.26,1.00,0.22,0.06,1.00,0.34,0.38,0.34,0.43,1.00,0.50,0.66,0.66,0.35,0.10,0.32
F1241_02_1_H.png,0.44,0.37,0.63,0.35,0.06,0.00,0.18,0.26,0.00,0.02,0.08,0.30,0.45,0.00,0.28,0.31,0.80,0.12,0.13,0.04
F1241_02_1_L.png,0.69,0.38,0.53,0.47,0.05,0.00,0.12,0.41,1.00,0.02,0.09,0.29,0.55,0.00,0.27,0.43,0.52,0.19,0.15,0.04
F1241_02_1_M.png,0.43,0.19,0.56,0.36,0.06,0.00,0.15,0.01,0.00,0.02,0.10,0.37,0.46,0.00,0.31,0.13,0.92,0.14,0.03,0.04
F1241_03_1_H.png,0.73,0.36,0.15,0.47,0.13,0.00,0.13,0.03,0.00,0.03,0.11,0.69,0.51,1.00,0.36,0.03,1.00,0.75,0.15,0.08
F1241_03_1_L.png,0.80,0.61,0.45,0.40,0.15,0.00,0.13,0.25,0.00,0.03,0.10,0.52,0.49,1.00,0.35,0.06,1.00,0.78,0.31,0.11
F1241_03_1_M.png,0.88,0.63,0.24,0.66,0.14,0.00,0.13,0.73,0.00,0.04,0.10,0.35,0.46,1.00,0.42,0.02,1.00,0.58,0.25,0.09
F1241_04_1_H.png,0.37,0.13,0.79,0.23,0.21,0.00,0.38,0.15,0.00,0.07,0.22,0.40,0.32,0.00,0.23,0.27,0.97,0.25,0.09,0.58
F1241_04_1_L.png,0.24,0.14,0.63,0.22,0.35,0.00,0.37,0.55,1.00,0.31,0.52,0.37,0.44,1.00,0.41,0.59,0.53,0.09,0.06,0.72
F1241_04_1_M.png,0.18,0.07,0.84,0.24,0.32,1.00,0.35,0.48,1.00,0.39,0.50,0.47,0.42,1.00,0.27,0.40,0.97,0.52,0.05,0.60
F1241_05_1_H.png,0.53,0.25,0.78,0.26,0.08,0.00,0.26,0.32,1.00,0.01,0.11,0.43,0.43,0.00,0.11,0.22,0.02,0.08,0.05,0.72
F1241_05_1_L.png,0.73,0.33,0.67,0.31,0.08,0.00,0.31,0.32,1.00,0.01,0.15,0.54,0.51,0.00,0.40,0.63,0.03,0.18,0.37,0.63
F1241_05_1_M.png,0.24,0.18,0.71,0.36,0.10,0.00,0.33,0.11,1.00,0.02,0.14,0.45,0.39,0.00,0.17,0.27,0.12,0.07,0.05,0.77
F1241_06_1_H.png,0.18,0.07,0.79,0.22,0.15,0.00,0.33,0.05,1.00,0.04,0.24,0.45,0.56,0.00,0.27,0.66,0.03,0.13,0.04,0.82
F1241_06_1_L.png,0.38,0.24,0.63,0.23,0.53,1.00,0.53,0.02,1.00,0.26,0.55,0.52,0.63,0.00,0.64,0.78,0.02,0.19,0.05,0.79
F1241_06_1_M.png,0.36,0.22,0.68,0.24,0.28,1.00,0.47,0.41,1.00,0.16,0.36,0.47,0.60,0.00,0.54,0.71,0.57,0.39,0.11,0.67
F1241_07_1_H.png,0.32,0.16,0.68,0.27,0.24,1.00,0.30,0.79,1.00,0.17,0.17,0.64,0.34,1.00,0.59,0.01,1.00,0.80,0.14,0.33
F1241_07_1_L.png,0.56,0.33,0.97,0.26,0.34,1.00,0.39,0.94,0.00,0.13,0.13,0.45,0.22,1.00,0.51,0.01,1.00,0.92,0.11,0.80
F1241_07_1_M.png,0.26,0.20,0.84,0.25,0.29,1.00,0.33,0.85,0.00,0.19,0.16,0.37,0.19,1.00,0.40,0.01,1.00,0.89,0.06,0.74
F1242_01_1_H.png,0.48,0.49,0.11,0.25,0.87,1.00,0.51,0.92,0.00,0.97,0.67,0.26,0.21,1.00,0.18,0.38,1.00,0.44,0.01,0.24
F1242_01_1_L.png,0.58,0.31,0.27,0.29,0.81,1.00,0.53,0.93,1.00,0.97,0.76,0.10,0.18,1.00,0.13,0.03,1.00,0.48,0.02,0.11
F1242_01_1_M.png,0.56,0.36,0.36,0.25,0.85,1.00,0.61,0.78,1.00,0.97,0.70,0.07,0.25,1.00,0.18,0.25,1.00,0.77,0.02,0.11
F1242_02_1_H.png,0.47,0.59,0.21,0.37,0.06,0.00,0.12,0.27,1.00,0.02,0.09,0.35,0.45,0.00,0.30,0.06,0.99,0.12,0.05,0.03
F1242_02_1_L.png,0.36,0.58,0.27,0.38,0.11,0.00,0.17,0.04,1.00,0.04,0.11,0.47,0.48,0.00,0.41,0.08,0.99,0.51,0.05,0.03
F1242_02_1_M.png,0.31,0.41,0.29,0.37,0.09,0.00,0.12,0.42,0.00,0.06,0.13,0.26,0.41,0.00,0.25,0.05,0.92,0.16,0.03,0.04
F1242_03_1_H.png,0.78,0.47,0.18,0.65,0.10,0.00,0.14,0.09,0.00,0.02,0.11,0.53,0.41,1.00,0.52,0.04,1.00,0.79,0.17,0.11
F1242_03_1_L.png,0.83,0.61,0.23,0.65,0.13,0.00,0.13,0.74,0.00,0.07,0.12,0.45,0.45,1.00,0.41,0.04,1.00,0.77,0.44,0.09
F1242_03_1_M.png,0.87,0.63,0.23,0.69,0.17,0.00,0.13,0.40,0.00,0.11,0.14,0.42,0.42,1.00,0.57,0.03,1.00,0.91,0.11,0.10
F1242_04_1_H.png,0.53,0.26,0.82,0.25,0.27,0.00,0.30,0.52,1.00,0.12,0.34,0.13,0.40,0.00,0.15,0.04,1.00,0.67,0.01,0.54
F1242_04_1_L.png,0.41,0.16,0.83,0.23,0.30,0.00,0.46,0.97,1.00,0.24,0.46,0.17,0.35,1.00,0.27,0.04,0.99,0.35,0.02,0.61
F1242_04_1_M.png,0.42,0.22,0.74,0.27,0.21,1.00,0.43,0.80,1.00,0.18,0.23,0.24,0.37,0.00,0.17,0.05,1.00,0.70,0.03,0.60
F1242_05_1_H.png,0.54,0.30,0.51,0.33,0.09,0.00,0.20,0.17,0.00,0.03,0.14,0.29,0.55,0.00,0.28,0.33,0.69,0.14,0.11,0.07
F1242_05_1_L.png,0.52,0.32,0.53,0.38,0.09,0.00,0.16,0.25,1.00,0.03,0.10,0.63,0.38,0.00,0.36,0.08,0.90,0.10,0.07,0.09
F1242_05_1_M.png,0.29,0.50,0.57,0.32,0.11,0.00,0.16,0.27,1.00,0.04,0.14,0.26,0.46,0.00,0.27,0.27,0.68,0.15,0.03,0.07
F1242_06_1_H.png,0.29,0.14,0.70,0.24,0.15,0.00,0.34,0.75,0.00,0.04,0.27,0.16,0.48,0.00,0.18,0.28,0.57,0.17,0.02,0.65
F1242_06_1_L.png,0.44,0.16,0.79,0.23,0.17,0.00,0.40,0.60,1.00,0.05,0.20,0.24,0.32,1.00,0.12,0.09,0.88,0.48,0.10,0.47
F1242_06_1_M.png,0.41,0.16,0.83,0.23,0.10,0.00,0.36,0.19,1.00,0.03,0.18,0.33,0.45,0.00,0.15,0.21,0.62,0.12,0.06,0.60
F1242_07_1_H.png,0.47,0.31,0.30,0.36,0.22,0.00,0.23,0.97,1.00,0.14,0.21,0.46,0.37,1.00,0.34,0.02,1.00,0.90,0.08,0.08
F1242_07_1_L.png,0.60,0.22,0.57,0.30,0.25,0.00,0.31,0.75,1.00,0.25,0.34,0.49,0.22,1.00,0.20,0.01,1.00,0.93,0.01,0.09
F1242_07_1_M.png,0.47,0.22,0.74,0.26,0.29,0.00,0.37,0.77,1.00,0.10,0.14,0.32,0.25,1.00,0.23,0.02,1.00,0.86,0.03,0.65
F1243_01_1_H.png,0.66,0.54,0.20,0.28,0.72,1.00,0.36,0.88,0.00,0.92,0.65,0.22,0.44,1.00,0.36,0.07,1.00,0.50,0.06,0.31
F1243_01_1_L.png,0.46,0.53,0.10,0.27,0.73,1.00,0.38,0.35,0.00,0.96,0.67,0.12,0.31,1.00,0.30,0.05,1.00,0.77,0.03,0.06
F1243_01_1_M.png,0.65,0.34,0.20,0.22,0.79,1.00,0.34,0.91,1.00,0.94,0.66,0.22,0.24,1.00,0.37,0.02,1.00,0.51,0.02,0.45
F1243_02_1_H.png,0.53,0.43,0.24,0.35,0.12,0.00,0.27,0.11,0.00,0.06,0.30,0.69,0.48,0.00,0.28,0.20,0.06,0.09,0.28,0.20
F1243_02_1_L.png,0.51,0.55,0.07,0.38,0.21,0.00,0.14,0.22,1.00,0.34,0.48,0.73,0.49,0.00,0.32,0.56,0.03,0.06,0.32,0.06
F1243_02_1_M.png,0.35,0.36,0.27,0.33,0.15,0.00,0.30,0.01,0.00,0.06,0.33,0.56,0.48,0.00,0.34,0.18,0.07,0.13,0.12,0.17
F1243_03_1_H.png,0.65,0.48,0.31,0.44,0.21,0.00,0.19,0.17,0.00,0.21,0.13,0.28,0.27,1.00,0.18,0.01,1.00,0.82,0.09,0.05
F1243_03_1_L.png,0.48,0.32,0.23,0.37,0.20,0.00,0.27,0.82,1.00,0.26,0.11,0.20,0.36,1.00,0.23,0.01,1.00,0.90,0.09,0.14
F1243_03_1_M.png,0.47,0.32,0.43,0.37,0.17,0.00,0.22,0.26,1.00,0.20,0.13,0.34,0.41,1.00,0.27,0.05,1.00,0.81,0.18,0.06
F1243_04_1_H.png,0.47,0.15,0.62,0.27,0.23,1.00,0.39,0.21,1.00,0.05,0.19,0.78,0.49,1.00,0.21,0.21,0.45,0.09,0.16,0.71
F1243_04_1_L.png,0.58,0.18,0.94,0.32,0.17,1.00,0.68,0.56,1.00,0.02,0.23,0.83,0.59,0.00,0.28,0.68,0.09,0.13,0.23,0.77
F1243_04_1_M.png,0.37,0.25,0.78,0.23,0.21,1.00,0.61,0.70,1.00,0.07,0.22,0.62,0.50,0.00,0.38,0.54,0.12,0.24,0.15,0.71
F1243_05_1_H.png,0.46,0.33,0.72,0.37,0.11,0.00,0.49,0.31,1.00,0.03,0.07,0.69,0.59,0.00,0.38,0.35,0.00,0.21,0.56,0.77
F1243_05_1_L.png,0.45,0.18,0.88,0.28,0.11,1.00,0.59,0.27,1.00,0.03,0.11,0.82,0.49,0.00,0.53,0.58,0.03,0.27,0.36,0.75
F1243_05_1_M.png,0.46,0.19,0.77,0.37,0.10,0.00,0.58,0.61,0.00,0.02,0.10,0.88,0.47,0.00,0.46,0.54,0.14,0.24,0.27,0.75
F1243_06_1_H.png,0.56,0.29,0.95,0.23,0.23,1.00,0.59,0.71,1.00,0.09,0.30,0.64,0.56,0.00,0.47,0.62,0.01,0.06,0.03,0.74
F1243_06_1_L.png,0.64,0.31,0.97,0.23,0.18,1.00,0.61,0.85,1.00,0.07,0.23,0.74,0.50,0.00,0.43,0.52,0.00,0.03,0.51,0.67
F1243_06_1_M.png,0.53,0.46,0.92,0.23,0.19,1.00,0.56,0.68,0.00,0.08,0.22,0.71,0.49,0.00,0.57,0.67,0.00,0.10,0.29,0.70
F1243_07_1_H.png,0.41,0.15,0.87,0.25,0.17,1.00,0.63,0.63,1.00,0.09,0.17,0.76,0.56,0.00,0.32,0.41,0.01,0.11,0.09,0.62
F1243_07_1_L.png,0.59,0.26,0.88,0.24,0.18,1.00,0.49,0.38,0.00,0.09,0.22,0.82,0.55,0.00,0.49,0.47,0.82,0.09,0.37,0.75
F1243_07_1_M.png,0.51,0.21,0.94,0.28,0.16,0.00,0.61,0.56,1.00,0.04,0.23,0.71,0.54,0.00,0.40,0.51,0.12,0.17,0.17,0.68
F1244_01_1_H.png,0.43,0.50,0.15,0.35,0.91,1.00,0.53,0.99,1.00,0.99,0.55,0.03,0.23,1.00,0.17,0.01,1.00,0.40,0.07,0.26
F1244_01_1_L.png,0.82,0.65,0.14,0.22,0.69,0.00,0.51,0.38,1.00,0.83,0.66,0.45,0.56,0.00,0.33,0.47,0.10,0.13,0.06,0.46
F1244_01_1_M.png,0.35,0.34,0.22,0.34,0.92,1.00,0.53,0.99,1.00,0.99,0.49,0.02,0.21,1.00,0.14,0.01,1.00,0.16,0.09,0.21
F1244_02_1_H.png,0.61,0.35,0.41,0.26,0.12,0.00,0.21,0.19,1.00,0.02,0.18,0.17,0.44,0.00,0.17,0.19,0.93,0.15,0.10,0.34
F1244_02_1_L.png,0.75,0.48,0.45,0.22,0.11,0.00,0.19,0.02,1.00,0.02,0.21,0.16,0.53,0.00,0.14,0.29,0.57,0.09,0.01,0.22
F1244_02_1_M.png,0.66,0.42,0.42,0.24,0.11,0.00,0.26,0.02,1.00,0.02,0.21,0.09,0.46,0.00,0.12,0.17,0.95,0.09,0.05,0.41
F1244_03_1_H.png,0.85,0.69,0.44,0.50,0.22,0.00,0.23,0.12,0.00,0.16,0.15,0.17,0.24,1.00,0.30,0.01,1.00,0.58,0.08,0.11
F1244_03_1_L.png,0.87,0.59,0.58,0.39,0.26,0.00,0.27,0.09,1.00,0.13,0.13,0.39,0.26,1.00,0.28,0.01,1.00,0.93,0.28,0.08
F1244_03_1_M.png,0.88,0.58,0.48,0.57,0.24,0.00,0.17,0.09,0.00,0.12,0.16,0.25,0.20,1.00,0.32,0.01,1.00,0.67,0.06,0.11
F1244_04_1_H.png,0.82,0.27,0.86,0.22,0.77,1.00,0.59,0.66,1.00,0.81,0.60,0.55,0.40,1.00,0.41,0.03,1.00,0.28,0.06,0.40
F1244_04_1_L.png,0.63,0.16,0.92,0.22,0.15,1.00,0.53,0.26,1.00,0.04,0.31,0.31,0.42,0.00,0.14,0.22,0.88,0.09,0.22,0.32
F1244_04_1_M.png,0.57,0.15,0.97,0.21,0.87,1.00,0.69,0.96,1.00,0.65,0.68,0.48,0.31,1.00,0.18,0.03,1.00,0.40,0.02,0.76
F1244_05_1_H.png,0.74,0.17,0.87,0.23,0.13,0.00,0.48,0.21,1.00,0.02,0.17,0.38,0.45,0.00,0.24,0.35,0.41,0.14,0.24,0.71
F1244_05_1_L.png,0.59,0.13,0.95,0.23,0.13,0.00,0.49,0.04,1.00,0.02,0.12,0.50,0.47,0.00,0.15,0.37,0.61,0.08,0.15,0.55
F1244_05_1_M.png,0.46,0.13,0.95,0.23,0.13,1.00,0.53,0.05,1.00,0.02,0.18,0.54,0.55,0.00,0.33,0.51,0.61,0.10,0.06,0.55
F1244_06_1_H.png,0.30,0.09,0.98,0.22,0.15,1.00,0.48,0.14,0.00,0.01,0.12,0.24,0.41,0.00,0.15,0.30,0.10,0.41,0.13,0.79
F1244_06_1_L.png,0.49,0.16,0.97,0.22,0.14,0.00,0.34,0.06,1.00,0.01,0.11,0.26,0.42,0.00,0.19,0.25,0.11,0.47,0.28,0.70
F1244_06_1_M.png,0.31,0.08,0.96,0.22,0.15,1.00,0.36,0.17,0.00,0.03,0.16,0.07,0.47,0.00,0.13,0.44,0.01,0.10,0.26,0.74
